Adresse;Name;Größe
"$04D7A";"NL-T Zeit z. Einregelung Startlage Stellwerk-Test";"1x1"
"$04D78";"NL-T Zeit z. Einregelung Stopplage Stellwerk-Test";"1x1"
"$04D80";"NL-T untere U_BAT-Schwelle fuer Startlage-Test";"1x1"
"$04D82";"NL-T Usoll-Endwert fuer Startlage-Test";"1x1"
"$04D86";"untere Stopanschlaggrenze Mengenstellwerk-Test";"1x1"
"$04D8A";"untere Startanschlaggrenze Mengenstellwerk-Test";"1x1"
"$04D84";"NL-T dUsoll-Rampenschrittweite f. Startlage-Test";"1x1"
"$04D7E";"NL-T Uist-Schwelle fuer Nullmenge";"1x1"
"$052BC";"Erhoehte Leerlaufdrehzahl";"1x1"
"$01664";"Schrittweite bei Absenkung der Wunschmenge_tsynchron";"1x1"
"$01666";"Schrittweite bei Anhebung der Wunschmenge_tsynchron";"1x1"
"$0166A";"Rampe bei ungueltigem Signal waehrend M_E-Eingriff";"1x1"
"$01656";"Zeitschwelle 3 (PWM_SIGEND)";"1x1"
"$01658";"Zeitschwelle 4 (PWM_SIGMAX)";"1x1"
"$01652";"Zeitschwelle 1 (PWM_SIGMIN)";"1x1"
"$01654";"Zeitschwelle 2 (PWM_SIGOF)";"1x1"
"$04534";"BEG Rauchbegrenzungs - KF    M_E = f(N, P)";"13x16"
"$01CFA";"PWG Schalter: PWG-Filterung b. Kupplung betaetigt";"1x1"
"$01CFE";"PWG Abfallschwelle z. Umschaltung PT1-Zeitkonst.";"1x1"
"$01CFC";"PWG Anstiegsschwelle z. Umschaltung PT1-Zeitkonst.";"1x1"
"$04710";"BEG Rauchbegrenzung korr. Saugrohrdruck = f(P,T)";"10x16"
"$01668";"PBM - ARD- Initialisierungschwelle";"1x1"
"$01660";"PBM Mengenschwelle";"1x1"
"$01662";"PBM Zeitbeschraenkung fuer mrePM_EMIN";"1x1"
"$01D04";"PWG Filter-Zeitkonstante bei PWG-Abfall oben";"1x1"
"$01D06";"PWG Filter-Zeitkonstante bei PWG-Abfall unten";"1x1"
"$01D00";"PWG Filter-Zeitkonstante bei PWG-Anstieg oben";"1x1"
"$01D02";"PWG Filter-Zeitkonstante bei PWG-Anstieg unten";"1x1"
"$01D0E";"PWG Gedaechtnisfaktor a1 PT2-Filter";"1x1"
"$01D0C";"PWG Gedaechtnisfaktor a2 PT2-Filter";"1x1"
"$01D0A";"PWG Eingangsbewertung b1 PT2-Filter";"1x1"
"$01D08";"PWG Eingangsbewertung b2 PT2-Filter";"1x1"
"$01CE2";"PWG 1: Test PWG/BRE-Plausibilitaet; 0: kein Test";"1x1"
"$01CE4";"PWG untere N-Schwelle fuer PWG/BRE-Plausibilitaet";"1x1"
"$01CE8";"PWG obere PWG-Schwelle fuer PWG/BRE-Plausibilitaet";"1x1"
"$01CE6";"PWG untere V-Schwelle fuer PWG/BRE-Plausibilitaet";"1x1"
"$01CE0";"PWG Testzeit f. LGS - Vollast-/Leerlauf-Wechsel";"1x1"
"$01CD6";"PWG 1: Test PWG/LGS-Plausibilitaet; 0: kein Test";"1x1"
"$01CDA";"PWG obere PWG-Schwelle bei LGS-Vollaststellung";"1x1"
"$01CF0";"PWG Vorgabewert bei Defekt aus Plausibil. PWG/BRE";"1x1"
"$01CEE";"PWG Vorgabewert PWG-Aus fuer LGS in Leerlauf";"1x1"
"$01CEC";"PWG Vorgabewert PWG-Ein fuer LGS in Vollast";"1x1"
"$01CF2";"PWG Pedalwertanstieg-Rampe  PWG <--> PWG-VGW";"1x1"
"$01CF4";"PWG Pedalwertabfall-Rampe  PWG <--> PWG-VGW";"1x1"
"$01CF6";"PWG Pedalwert-Rampe bei Eintritt Sicherheitsfall";"1x1"
"$01CF8";"PWG Pedalwert-Rampe bei Aufhebung Sicherheitsfall";"1x1"
"$01CD8";"PWG untere PWG-Schwelle bei LGS-Leergasstellung";"1x1"
"$01CDC";"PWG obere PWG-Schwelle fuer PWG-Signalwechsel";"1x1"
"$01CDE";"PWG untere PWG-Schwelle fuer PWG-Signalwechsel";"1x1"
"$01CEA";"PWG dPWG/dt-Schwelle zur PWG-Intakterkennung";"1x1"
"$01976";"EXT Reibmengen-KF M_E = f(N, T_W)";"8x8"
"$04DC8";"UEB Schubbetriebkennlinie   Usoll = f(N)";"16x1"
"$01CCA";"SIG-A obere M_E-Grenze zur Ausgabe TQS-/VBS";"1x1"
"$01CC8";"SIG-A untere M_E-Grenze zur Ausgabe TQS-/VBS";"1x1"
"$01CC6";"SIG-A Periodendauer fuer TD-Signal aktiver Pegel";"1x1"
"$01CD0";"SIG-A maximale Periodendauer TQ-Signal";"1x1"
"$01CCC";"SIG-A Umrechnungskonstante M_E/Pulse fuer VBS";"1x1"
"$01CD4";"Verbrauchssignal min. Drehzahl";"1x1"
"$01CCE";"SIG-A Mittelungsperiode VB-Signal";"1x1"
"$01CD2";"max. Verbrauch/Anzeige";"1x1"
"$03D98";"STA obere N-Schwelle fuer Startmengen-Abgleich";"1x1"
"$03D9A";"STA max. Abgleichwert fuer Startmengenkorrektur";"1x1"
"$04D62";"LLR Initialisierung des I-Anteils  M_E = f(T_W)";"7x1"
"$03DA2";"STA Grenzmenge fuer Startmengenerhoehung kalt";"1x1"
"$03DA0";"STA Mengeninkrement der Startmengenerhoehung kalt";"1x1"
"$03D9E";"STA Wartezeit vor Startmengenerhoehung kalt";"1x1"
"$03DD2";"STA Startmengen-Grundkennfeld    M_E = f(N, T_W)";"8x8"
"$03E80";"STA Startabwurfdrehzahl-KL       N = f(T_W)";"2x1"
"$03D94";"STA untere N-Schwelle fuer Startmengenfreigabe";"1x1"
"$03D96";"STA obere N-Schwelle fuer Startmengenerhoehung";"1x1"
"$03DA8";"STA Grenzmenge fuer Startmengenerhoehung warm";"1x1"
"$03DA6";"STA Mengeninkrement der Startmengenerhoehung warm";"1x1"
"$03DA4";"STA Wartezeit vor Startmengenerhoehung warm";"1x1"
"$03D92";"STA Zeit bis Abschalten Mengenstellwerk";"1x1"
"$03D8E";"STA Sperrzeit fuer Startmengenabwurf nach Start";"1x1"
"$03D9C";"STA T_K-Schwelle f. Parameter der Startmengenerh.";"1x1"
"$03D90";"STA Delta-Ladedruck - Schwelle fuer Startabwurf";"1x1"
"$052C8";"Zeit bis ausschalten";"1x1"
"$052C6";"Zeit bis einschalten";"1x1"
"$0165C";"Maximumperiodendauer PBM-Signal";"1x1"
"$0165A";"Minimumperiodendauer PBM-Signal";"1x1"
"$04D34";"LLR untere T_W-Hyst.-Schwelle Parameter kalt/warm";"1x1"
"$04D36";"LLR obere T_W-Hyst.-Schwelle Parameter kalt/warm";"1x1"
"$04D38";"LLR Hysteresewert zu Parametersatzwahl 'kalt'";"1x1"
"$04D3A";"LLR Hysteresewert zu Parametersatzwahl 'warm'";"1x1"
"$052C2";"Batterieschwelle aus";"1x1"
"$052C0";"Batterieschwelle ein";"1x1"
"$05004";"USO Pumpenkennfeld       Usoll = f(N, M_E)";"14x16"
"$04D90";"UW N-Anstiegsrenze Regelabw. Ueberwachung ME_STW";"1x1"
"$04D98";"UW T_W-Schwelle fuer kaltes/warmes M_E-Stellwerk";"1x1"
"$04D92";"UW max. neg. Regelabweichung Ueberwachung ME-STW";"1x1"
"$04D94";"UW max. pos. Regelabweichung Ueberwachung ME-STW";"1x1"
"$04D96";"UW untere N-Schwelle zur Wiederbestromung EAB";"1x1"
"$04D9A";"UW obere Uist-Grenze   Ueberwachung Regelweggeber";"1x1"
"$04D9C";"UW untere Uist-Grenze  Ueberwachung Regelweggeber";"1x1"
"$04D9E";"UW untere N-Schwelle   Ueberwachung uC im Schub";"1x1"
"$04D3C";"LLR unterer V/N-Hyst.-Schwelle Parameter oGG/uGG";"1x1"
"$04D3E";"LLR oberer V/N-Hyst.-Schwelle Parameter oGG/uGG";"1x1"
"$04D40";"LLR Hysteresewert zu Parametersatzwahl 'untere GG'";"1x1"
"$04D42";"LLR Hysteresewert zu Parametersatzwahl 'obere GG'";"1x1"
"$01670";"EGS V-Schwelle fuer Anfahrdrehmomentenkennlinie";"1x1"
"$020DC";"Reduktionsfaktor Anfangswert";"1x1"
"$020D6";"FGR Vsoll-Rampensteigung bei WA";"1x1"
"$020DA";"FGR V-Ist/Soll-Differenz fuer halbe Rampe WA v.o.";"1x1"
"$020D8";"FGR V-Ist/Soll-Differenz fuer halbe Rampe WA v.u.";"1x1"
"$04E64";"LLR Koeffizient  DT1-Glied        warmer M. / oGG";"1x1"
"$04E66";"LLR Normierungsexponent DT1-Glied warmer M. / oGG";"1x1"
"$04E68";"LLR quadrat.  G-Faktor  DT1-Glied warmer M. / oGG";"1x1"
"$04E6A";"LLR linearer  G-Faktor  DT1-Glied warmer M. / oGG";"1x1"
"$04E6C";"LLR konstanter G-Faktor DT1-Glied warmer M. / oGG";"1x1"
"$04E5A";"LLR Fenster Kleinsignal I-Regler warmer M. / oGG";"1x1"
"$04E5E";"LLR I-Verstaerkung neg. Gross-S. warmer M. / oGG";"1x1"
"$04E62";"LLR Normierungsexponent I-Regler warmer M. / oGG";"1x1"
"$04E60";"LLR I-Verstaerkung pos. Gross-S. warmer M. / oGG";"1x1"
"$04E5C";"LLR I-Verstaerkung Kleinsignal   warmer M. / oGG";"1x1"
"$04E50";"LLR Fenster Kleinsignal P-Regler warmer M. / oGG";"1x1"
"$04E54";"LLR P-Verstaerkung neg. Gross-S. warmer M. / oGG";"1x1"
"$04E58";"LLR Normierungsexponent P-Regler warmer M. / oGG";"1x1"
"$04E56";"LLR P-Verstaerkung pos. Gross-S. warmer M. / oGG";"1x1"
"$04E52";"LLR P-Verstaerkung Kleinsignal   warmer M. / oGG";"1x1"
"$04E70";"LLR Einschrittmenge Vorsteuerung warmer M. / oGG";"1x1"
"$04E6E";"LLR N_LLBAS-Offset Vorsteuerung  warmer M. / oGG";"1x1"
"$0215A";"Errechnung der Endtemperatur fuer WTF dyn. Plaus. Test";"20x1"
"$04E20";"LLR Koeffizient  DT1-Glied        warmer M. / uGG";"1x1"
"$04E22";"LLR Normierungsexponent DT1-Glied warmer M. / uGG";"1x1"
"$04E24";"LLR quadrat. G-Faktor   DT1-Glied warmer M. / uGG";"1x1"
"$04E26";"LLR linearer G-Faktor   DT1-Glied warmer M. / uGG";"1x1"
"$04E28";"LLR konstanter G-Faktor DT1-Glied warmer M. / uGG";"1x1"
"$04E16";"LLR Fenster Kleinsignal I-Regler warmer M. / uGG";"1x1"
"$04E1A";"LLR I-Verstaerkung neg. Gross-S. warmer M. / uGG";"1x1"
"$04E1E";"LLR Normierungsexponent I-Regler warmer M. / uGG";"1x1"
"$04E1C";"LLR I-Verstaerkung pos. Gross-S. warmer M. / uGG";"1x1"
"$04E18";"LLR I-Verstaerkung Kleinsignal   warmer M. / uGG";"1x1"
"$04E0C";"LLR Fenster Kleinsignal P-Regler warmer M. / uGG";"1x1"
"$04E10";"LLR P-Verstaerkung neg. Gross-S. warmer M. / uGG";"1x1"
"$04E14";"LLR Normierungsexponent P-Regler warmer M. / uGG";"1x1"
"$04E12";"LLR P-Verstaerkung pos. Gross-S. warmer M. / uGG";"1x1"
"$04E0E";"LLR P-Verstaerkung Kleinsignal   warmer M. / uGG";"1x1"
"$04E2C";"LLR Einschrittmenge Vorsteuerung warmer M. / uGG";"1x1"
"$04E2A";"LLR N_LLBAS-Offset Vorsteuerung  warmer M. / uGG";"1x1"
"$015BA";"Zugehoeriger Fehlerpfad 01 (65308 == disabled)";"1x1"
"$015B2";"MUX Messagenummer 01";"1x1"
"$015B8";"MUX Negativ enebled 01";"1x1"
"$015B6";"MUX Offset 01";"1x1"
"$015B4";"MUX Steigung 01";"1x1"
"$015C4";"Zugehoeriger Fehlerpfad 02 (65308 == disabled)";"1x1"
"$015BC";"MUX Messagenummer 02";"1x1"
"$015C2";"MUX Negativ enebled 02";"1x1"
"$015C0";"MUX Offset 02";"1x1"
"$015BE";"MUX Steigung 02";"1x1"
"$015CE";"Zugehoeriger Fehlerpfad 03 (65308 == disabled)";"1x1"
"$015C6";"MUX Messagenummer 03";"1x1"
"$015CC";"MUX Negativ enebled 03";"1x1"
"$015CA";"MUX Offset 03";"1x1"
"$015C8";"MUX Steigung 03";"1x1"
"$015D8";"Zugehoeriger Fehlerpfad 04 (65308 == disabled)";"1x1"
"$015D0";"MUX Messagenummer 04";"1x1"
"$015D6";"MUX Negativ enebled 04";"1x1"
"$015D4";"MUX Offset 04";"1x1"
"$015D2";"MUX Steigung 04";"1x1"
"$015E2";"Zugehoeriger Fehlerpfad 05 (65308 == disabled)";"1x1"
"$015DA";"MUX Messagenummer 05";"1x1"
"$015E0";"MUX Negativ enebled 05";"1x1"
"$015DE";"MUX Offset 05";"1x1"
"$015DC";"MUX Steigung 05";"1x1"
"$015EC";"Zugehoeriger Fehlerpfad 06 (65308 == disabled)";"1x1"
"$015E4";"MUX Messagenummer 06";"1x1"
"$015EA";"MUX Negativ enebled 06";"1x1"
"$015E8";"MUX Offset 06";"1x1"
"$015E6";"MUX Steigung 06";"1x1"
"$015F6";"Zugehoeriger Fehlerpfad 07 (65308 == disabled)";"1x1"
"$015EE";"MUX Messagenummer 07";"1x1"
"$015F4";"MUX Negativ enebled 07";"1x1"
"$015F2";"MUX Offset 07";"1x1"
"$015F0";"MUX Steigung 07";"1x1"
"$01600";"Zugehoeriger Fehlerpfad 08 (65308 == disabled)";"1x1"
"$015F8";"MUX Messagenummer 08";"1x1"
"$015FE";"MUX Negativ enebled 08";"1x1"
"$015FC";"MUX Offset 08";"1x1"
"$015FA";"MUX Steigung 08";"1x1"
"$0160A";"Zugehoeriger Fehlerpfad 09 (65308 == disabled)";"1x1"
"$01602";"MUX Messagenummer 09";"1x1"
"$01608";"MUX Negativ enebled 09";"1x1"
"$01606";"MUX Offset 09";"1x1"
"$01604";"MUX Steigung 09";"1x1"
"$01614";"Zugehoeriger Fehlerpfad 10 (65308 == disabled)";"1x1"
"$0160C";"MUX Messagenummer 10";"1x1"
"$01612";"MUX Negativ enebled 10";"1x1"
"$01610";"MUX Offset 10";"1x1"
"$0160E";"MUX Steigung 10";"1x1"
"$0161E";"Zugehoeriger Fehlerpfad 11 (65308 == disabled)";"1x1"
"$01616";"MUX Messagenummer 11";"1x1"
"$0161C";"MUX Negativ enebled 11";"1x1"
"$0161A";"MUX Offset 11";"1x1"
"$01618";"MUX Steigung 11";"1x1"
"$01628";"Zugehoeriger Fehlerpfad 12 (65308 == disabled)";"1x1"
"$01620";"MUX Messagenummer 12";"1x1"
"$01626";"MUX Negativ enebled 12";"1x1"
"$01624";"MUX Offset 12";"1x1"
"$01622";"MUX Steigung 12";"1x1"
"$01632";"Zugehoeriger Fehlerpfad 13 (65308 == disabled)";"1x1"
"$0162A";"MUX Messagenummer 13";"1x1"
"$01630";"MUX Negativ enebled 13";"1x1"
"$0162E";"MUX Offset 13";"1x1"
"$0162C";"MUX Steigung 13";"1x1"
"$0163C";"Zugehoeriger Fehlerpfad 14 (65308 == disabled)";"1x1"
"$01634";"MUX Messagenummer 14";"1x1"
"$0163A";"MUX Negativ enebled 14";"1x1"
"$01638";"MUX Offset 14";"1x1"
"$01636";"MUX Steigung 14";"1x1"
"$01646";"Zugehoeriger Fehlerpfad 15 (65308 == disabled)";"1x1"
"$0163E";"MUX Messagenummer 15";"1x1"
"$01644";"MUX Negativ enebled 15";"1x1"
"$01642";"MUX Offset 15";"1x1"
"$01640";"MUX Steigung 15";"1x1"
"$01650";"Zugehoeriger Fehlerpfad 16 (65308 == disabled)";"1x1"
"$01648";"MUX Messagenummer 16";"1x1"
"$0164E";"MUX Negativ enebled 16";"1x1"
"$0164C";"MUX Offset 16";"1x1"
"$0164A";"MUX Steigung 16";"1x1"
"$015A0";"Maximale Periodendauer PBM1";"1x1"
"$015A2";"Maximale Periodendauer PBM2";"1x1"
"$01590";"PWM PEC Sperrdauer  nicht aendern";"1x1"
"$01586";"PWM maximale Periodendauer F_ist  nicht aendern";"1x1"
"$01588";"PWM Vorgabewert max. Periodendauer F_ist  nicht aendern";"1x1"
"$0158A";"PWM Vorgabewert min. Periodendauer F_ist  nicht aendern";"1x1"
"$0158E";"PWM PEC Sperrdauer F_ist  nicht aendern";"1x1"
"$0158C";"F_ist Messung enabled/disabled (0/1)     !###CR464";"1x1"
"$01594";"Multiplexsignal - High-Pegel max";"1x1"
"$01596";"Multiplexsignal - High-Pegel min";"1x1"
"$015A9";"Multiplexsignal Negativbit";"1x1"
"$01598";"Multiplexsignal - Synchronimpulsdauer";"1x1"
"$0159A";"Multiplexsignal - Anzahl der Impulse";"1x1"
"$015B0";"Multiplexsignal Highpegeldauer im Fehlerfall";"1x1"
"$01582";"PWM Impulsanzahl Frequenz 1 fuer MVS nicht aendern";"1x1"
"$01584";"PWM Impulsanzahl Frequenz 2 fuer MVS nicht aendern";"1x1"
"$015A4";"PBM_1 auf P2.04 enable";"1x1"
"$015A6";"PBM_1 aktiv low=1/high=0";"1x1"
"$0159C";"Anzahl der Heilversuche PBM1";"1x1"
"$015A5";"PBM_2 auf P3.05 enable";"1x1"
"$015A7";"PBM_2 aktiv low=1/high=0";"1x1"
"$0159E";"Anzahl der Heilversuche PBM2";"1x1"
"$015AE";"PBM_3 auf P2.04 enable";"1x1"
"$015AC";"TD DZG-Impuls Vorteiler (Ausgabe immer bei Segment 0 )";"1x1"
"$01592";"Multiplexsignal - Periodendauer";"1x1"
"$015AF";"TQ/TD Aktiv Low enable";"1x1"
"$015AD";"TQ DZG-Impuls Vorteiler (Ausgabe immer bei Segment 0 )";"1x1"
"$015A8";"Normierungsexponent VBS langsam";"1x1"
"$015AA";"VBS zeitsynchron Periodendauer";"1x1"
"$02530";"Differenzverstaerkungsfaktor  nicht aendern";"1x1"
"$02532";"Normierungsexponent  nicht aendern";"1x1"
"$0252E";"Zeitkonstantenanpassungswert  nicht aendern";"1x1"
"$02528";"Testparameter fuer C-Shell  nicht aendern";"1x1"
"$0252A";"Testparameter fuer C-Shell  nicht aendern";"1x1"
"$0252C";"Testparameter fuer C-Shell  nicht aendern";"1x1"
"$06714";"Spritzbeginngrundkennfeld";"13x16"
"$06178";"SBR - Reglerausgangsbegraenzung Maximum";"1x1"
"$0617A";"SBR - Reglerausgangsbegraenzung Minimum";"1x1"
"$0616E";"Fensterbreite Kleinsignal  I-Regler SBR";"1x1"
"$06172";"Negatives Grossignal I-Regler SBR";"1x1"
"$06176";"Normexponent I-Regler SBR";"1x1"
"$06174";"Positives Grossignal I-Regler SBR";"1x1"
"$06170";"Positives und Negatives Kleinsignal I-Regler SBR";"1x1"
"$061A8";"SB Korrekturfaktor 1 Kennfeld";"9x9"
"$06258";"SB Korrekturfaktor 2 Kennlinie";"5x1"
"$0626A";"SB Korrekturfaktor 3 Kennlinie";"2x1"
"$062AA";"SB Korrekturkennfeld 1";"10x10"
"$063BA";"SB Korrekturkennfeld 2";"7x14"
"$064D2";"SB Korrekturkennfeld 3";"10x13"
"$06164";"Fensterbreite Kleinsignal  P-Regler SBR";"1x1"
"$06168";"Negatives Grossignal P-Regler SBR";"1x1"
"$0616C";"Normexponent P-Regler SBR";"1x1"
"$0616A";"Positives Grossignal P-Regler SBR";"1x1"
"$06166";"Positives und Negatives Kleinsignal P-Regler SBR";"1x1"
"$06150";"TV bei Abschaltung ueber ELAB";"1x1"
"$06156";"max. TV_Grenze nach Startkennfeld";"1x1"
"$06154";"min. TV_Grenze nach Startkennfeld";"1x1"
"$0614C";"Offset zur Istwertbestimmung";"1x1"
"$06152";"Bewertungsfaktor fuer I-Anteil";"1x1"
"$0614E";"Winkel zwischen zwei DZG-Impulsen";"1x1"
"$0661C";"SB Sollwertbegrenzung Kennfeld";"7x13"
"$0699C";"SB Steuerkennfeld";"10x16"
"$068C8";"SB Steuerkennfeld fuer Start";"3x3"
"$0694E";"T_W abhaengiges SB SteuerKF";"3x3"
"$06BB0";"U_BATT - abhaengiger SB - Korrekturwert";"2x1"
"$0615E";"Obere Drehzahlgrenze fuer RA-Test";"1x1"
"$06160";"Untere Drehzahlgrenze fuer RA-Test";"1x1"
"$06162";"Drehzahlgrenze f. Regelung abschalten";"1x1"
"$0615A";"zulaessige nagative Regelabweichung";"1x1"
"$06158";"zulaessige positive Regelabweichung";"1x1"
"$0615C";"Vorgabewert wenn WT ausfaellt";"1x1"
"$03270";"ARF Soll";"1x1"
"$03162";"Steuergeraetespezifische Adresse 1";"1x1"
"$03164";"Steuergeraetespezifische Adresse 2";"1x1"
"$03166";"Steuergeraetespezifische Adresse 3";"1x1"
"$03168";"Steuergeraetespezifische Adresse 4";"1x1"
"$0316A";"Steuergeraetespezifische Adresse 5";"1x1"
"$0316C";"Steuergeraetespezifische Adresse 6";"1x1"
"$02E62";"DIAG Offset   CAN - CARB-Druck-Umrechnung";"1x1"
"$02E86";"DIAG Offset   CAN - CARB-Luftmassen-Umrechnung";"1x1"
"$02E4A";"DIAG Offset   CAN - CARB-Mengen-Umrechnung";"1x1"
"$02E6E";"DIAG Offset   CAN - CARB-Drehzahl-Umrechnung";"1x1"
"$02E92";"DIAG Offset   CAN - CARB-Pedalwert-Umrechnung";"1x1"
"$02E56";"DIAG Offset   CAN - CARB-Temperatur-Umrechnung";"1x1"
"$02E7A";"DIAG Offset   CAN - CARB-Geschwindigkeit-Umrechnung";"1x1"
"$02E60";"DIAG Steigung CAN - CARB-Druck-Umrechnung";"1x1"
"$02E84";"DIAG Steigung CAN - CARB-Luftmassen-Umrechnung";"1x1"
"$02E48";"DIAG Steigung CAN - CARB-Mengen-Umrechnung";"1x1"
"$02E6C";"DIAG Steigung CAN - CARB-Drehzahl-Umrechnung";"1x1"
"$02E90";"DIAG Steigung CAN - CARB-Pedalwert-Umrechnung";"1x1"
"$02E54";"DIAG Steigung CAN - CARB-Temperatur-Umrechnung";"1x1"
"$02E78";"DIAG Steigung CAN - CARB-Geschwindigkeit-Umrechnung";"1x1"
"$02E5E";"DIAG Offset   DIA - CARB-Druck-Umrechnung";"1x1"
"$02E82";"DIAG Offset   DIA - CARB-Luftmassen-Umrechnung";"1x1"
"$02E46";"DIAG Offset   DIA - CARB-Mengen-Umrechnung";"1x1"
"$02E6A";"DIAG Offset   DIA - CARB-Drehzahl-Umrechnung";"1x1"
"$02E8E";"DIAG Offset   DIA - CARB-Pedalwert-Umrechnung";"1x1"
"$02E52";"DIAG Offset   DIA - CARB-Temperatur-Umrechnung";"1x1"
"$02E76";"DIAG Offset   DIA - CARB-Geschwindigkeit-Umrechnung";"1x1"
"$02E5C";"DIAG Steigung DIA - CARB-Druck-Umrechnung";"1x1"
"$02E80";"DIAG Steigung DIA - CARB-Luftmassen-Umrechnung";"1x1"
"$02E44";"DIAG Steigung DIA - CARB-Mengen-Umrechnung";"1x1"
"$02E68";"DIAG Steigung DIA - CARB-Drehzahl-Umrechnung";"1x1"
"$02E8C";"DIAG Steigung DIA - CARB-Pedalwert-Umrechnung";"1x1"
"$02E50";"DIAG Steigung DIA - CARB-Temperatur-Umrechnung";"1x1"
"$02E74";"DIAG Steigung DIA - CARB-Geschwindigkeit-Umrechnung";"1x1"
"$02E5A";"DIAG Offset   FSP - CARB-Druck-Umrechnung";"1x1"
"$02E7E";"DIAG Offset   FSP - CARB-Luftmassen-Umrechnung";"1x1"
"$02E42";"DIAG Offset   FSP - CARB-Mengen-Umrechnung";"1x1"
"$02E66";"DIAG Offset   FSP - CARB-Drehzahl-Umrechnung";"1x1"
"$02E8A";"DIAG Offset   FSP - CARB-Pedalwert-Umrechnung";"1x1"
"$02E4E";"DIAG Offset   FSP - CARB-Temperatur-Umrechnung";"1x1"
"$02E72";"DIAG Offset   FSP - CARB-Geschwindigkeits-Umrechnung";"1x1"
"$02E58";"DIAG Steigung FSP - CARB-Druck-Umrechnung";"1x1"
"$02E7C";"DIAG Steigung FSP - CARB-Luftmassen-Umrechnung";"1x1"
"$02E40";"DIAG Steigung FSP - CARB-Mengen-Umrechnung";"1x1"
"$02E64";"DIAG Steigung FSP - CARB-Drehzahl-Umrechnung";"1x1"
"$02E88";"DIAG Steigung FSP - CARB-Pedalwert-Umrechnung";"1x1"
"$02E4C";"DIAG Steigung FSP - CARB-Temperatur-Umrechnung";"1x1"
"$02E70";"DIAG Steigung FSP - CARB-Geschwindigkeits-Umrechnung";"1x1"
"$03178";"Stellgliedcode 01";"1x1"
"$03180";"Stellgliedcode 02";"1x1"
"$03188";"Stellgliedcode 03";"1x1"
"$03190";"Stellgliedcode 04";"1x1"
"$03198";"Stellgliedcode 05";"1x1"
"$031A0";"Stellgliedcode 06";"1x1"
"$031A8";"Stellgliedcode 07";"1x1"
"$031B0";"Stellgliedcode 08";"1x1"
"$031B8";"Stellgliedcode 09";"1x1"
"$031C0";"Stellgliedcode 10";"1x1"
"$031C8";"Stellgliedcode 11";"1x1"
"$031D0";"Stellgliedcode 12";"1x1"
"$031D8";"Stellgliedcode 13";"1x1"
"$031E0";"Stellgliedcode 14";"1x1"
"$031E8";"Stellgliedcode 15";"1x1"
"$031F0";"Stellgliedcode 16";"1x1"
"$031F8";"Stellgliedcode 17";"1x1"
"$03200";"Stellgliedcode 18";"1x1"
"$03208";"Stellgliedcode 19";"1x1"
"$03210";"Stellgliedcode 20";"1x1"
"$03218";"Stellgliedcode 21";"1x1"
"$03278";"Schalter fuer diverse Diagnosefunktionen";"1x1"
"$0328A";"Delayzeit";"1x1"
"$0316E";"Drehzahlschwelle fuer Stellgliedtest/SG-Ausgang ansteuern";"1x1"
"$03279";"Alle oder sporadische Fehler loeschen";"1x1"
"$03160";"Anzahl der Wiederholungen Kommunikationsaufbau";"1x1"
"$03276";"Blinkfrequenz der Diagnoselampe bei Grundeinstellung";"1x1"
"$0303C";"Anzeigenummer Drehzahl";"1x1"
"$0303E";"Messagenummer Drehzahl";"1x1"
"$0303D";"Normierwert Drehzahl";"1x1"
"$03040";"Anzeigenummer Temperatur";"1x1"
"$03042";"Messagenummer Wassertemperatur";"1x1"
"$03041";"Normierwert Wassertemperatur";"1x1"
"$03044";"Anzeigenummer Dieselmenge";"1x1"
"$03046";"Messagenummer Einspritzmenge";"1x1"
"$03045";"Normierwert Einspritzmenge";"1x1"
"$03048";"Anzeigenummer Spannung";"1x1"
"$0304A";"Messagenummer U_ist";"1x1"
"$03049";"Normierwert U_ist";"1x1"
"$0304C";"Anzeigenummer Tastverhaeltnis";"1x1"
"$0304E";"Messagenummer Pedalwertgeber";"1x1"
"$0304D";"Normierwert Pedalwertgeber";"1x1"
"$03050";"Anzeigenummer Dieselmenge";"1x1"
"$03052";"Messagenummer Luftmenge";"1x1"
"$03051";"Normierwert Luftmenge";"1x1"
"$03054";"Anzeigenummer Druck";"1x1"
"$03056";"Messagenummer Laderegelung Sollwert";"1x1"
"$03055";"Normierwert Laderegelung Sollwert";"1x1"
"$03058";"Anzeigenummer Druck";"1x1"
"$0305A";"Messagenummer Laderegelung Istwert";"1x1"
"$03059";"Normierwert Laderegelung Istwert";"1x1"
"$0305C";"Anzeigenummer ohne Einheit";"1x1"
"$0305E";"Messagenummer Vorgluehzeit";"1x1"
"$0305D";"Normierwert Vorgluehzeit";"1x1"
"$03060";"Anzeigenummer Spannung";"1x1"
"$03062";"Messagenummer U_Bat";"1x1"
"$03061";"Normierwert U_Bat";"1x1"
"$03064";"Anzeigenummer Temperatur";"1x1"
"$03066";"Messagenummer Kraftstofftemperatur";"1x1"
"$03065";"Normierwert Kraftstofftemperatur";"1x1"
"$03068";"Anzeigenummer Temperatur";"1x1"
"$0306A";"Messagenummer Saugrohrtemperatur";"1x1"
"$03069";"Normierwert Saugrohrtemperatur";"1x1"
"$0306C";"Anzeigenummer Temperatur";"1x1"
"$0306E";"Messagenummer Luftmengenmessertemperatur";"1x1"
"$0306D";"Normierwert Luftmengenmessertemperatur";"1x1"
